,title,authors,language,categories,averageRating,maturityRating,publisher,publishedDate,pageCount
640,Holstein-Friesian Herd Book,['Holstein-Friesian Association of Canada'],en,['Cattle'],,NOT_MATURE,,1956,
641,InfoWorld,,en,,,NOT_MATURE,,1988-10-17,106.0
642,The Azusa Street Mission and Revival,['Cecil M. Robeck'],en,['History'],4.0,NOT_MATURE,Thomas Nelson,2006-03-04,354.0
643,InfoWorld,,en,,,NOT_MATURE,,1986-02-10,60.0
644,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,['Juvenile Fiction'],3.5,NOT_MATURE,Yearling,2008-12-24,320.0
645,Apple TV Portable Genius,['Guy Hart-Davis'],en,['Computers'],,NOT_MATURE,John Wiley & Sons,2012-12-17,288.0
646,AFPTRC-TN.,,en,,,NOT_MATURE,,195?,
647,AFPTRC-TN.,,en,,,NOT_MATURE,,1955,
648,Advances in Cryptology – EUROCRYPT 2001,['Birgit Pfitzmann'],en,['Computers'],,NOT_MATURE,Springer,2003-06-29,544.0
649,Manuals Combined: U.S. Army Special Forces And Navy Operational Obstetrics & Gynecology With Physical Exam Techniques,,en,,,NOT_MATURE,Jeffrey Frank Jones,,4299.0
650,AFHRL-TR.,['Air Force Human Resources Laboratory'],en,"['Aeronautics, Military']",,NOT_MATURE,,1968,
651,"Huffed Masculinity. The Female Threat in Cain's ""Double Indemnity""",['Stephan Riedl'],en,['Literary Criticism'],,NOT_MATURE,GRIN Verlag,2017-05-23,17.0
652,Teaching Students with Mental Retardation,['Deanna J. Sands'],en,['Education'],,NOT_MATURE,Paul H Brookes Publishing Company,2002,308.0
653,Bibliographic Guide to Dance,,en,['Dance'],,NOT_MATURE,G K Hall,1992,
654,Human Motivation and Interpersonal Relationships,['Netta Weinstein'],en,['Psychology'],,NOT_MATURE,Springer Science & Business Media,2014-07-08,360.0
655,How Mentally Handicapped Children Learn Under Classroom Conditions: Brief screening instruments for evaluating the academic skills and personal adjustment of educable mentally handicapped children,['Chicago (Ill.). Board of Education'],en,['Children with mental disabilities'],,NOT_MATURE,,1961,
656,The life of Elisha Williams Keyes,['Richard Watson Hantke'],en,['Biography & Autobiography'],,NOT_MATURE,,1942,692.0
657,Capitol Threat,['William Bernhardt'],en,['Fiction'],,NOT_MATURE,Ballantine Books,2007-02-27,400.0
658,Outrageous fortune,['Roger Keyes'],en,['Biography & Autobiography'],,NOT_MATURE,David & Charles,1984-10-01,521.0
659,Film Noir,"['Alain Silver', 'James Ursini']",en,['Art'],,NOT_MATURE,Taschen,2004,191.0
660,History of an idea,['Allan Michael Hoffman'],en,['Education'],,NOT_MATURE,,1981-11-01,305.0
661,Assignment to catastrophe,['Sir Edward Louis Spears (bart.)'],en,['History'],,NOT_MATURE,,1954,
662,Assignment to catastrophe,['Sir Edward Spears'],en,['History'],,NOT_MATURE,,1954,638.0
663,Destiny,,en,['African American periodicals'],,NOT_MATURE,,1995,
664,Henry Wilson and the Coming of the Civil War,['John L. Myers'],en,['Biography & Autobiography'],,NOT_MATURE,University Press of Amer,2005-01-01,565.0
665,The Hotline,,en,['Political campaigns'],,NOT_MATURE,,1995,
666,Bulletin,,en,['Geology'],,NOT_MATURE,,1937,
667,The University Geological Survey of Kansas,['Kansas Geological Survey'],en,['Coal'],,NOT_MATURE,,1898,347.0
668,State Geological Survey of Kansas,['Kansas Geological Survey'],en,['Geology'],,NOT_MATURE,,1898,
669,Reports on the University Geological Survey of Kansas,['Kansas Geological Survey'],en,['Geology'],,NOT_MATURE,,1898,
670,Special Report on Coal,['Erasmus Haworth'],en,['Coal'],,NOT_MATURE,,1898,347.0
671,State Geological Survey of Kansas. [Reports],['Kansas Geological Survey'],en,['Geology'],,NOT_MATURE,,1898,
672,State Geological Survey of Kansas,,en,['Geology'],,NOT_MATURE,,1898,
673,Proceedings of the Board of Regents,,en,,,NOT_MATURE,UM Libraries,1996,
674,Language Planning Processes,['Rubin Jernudd'],en,['Language Arts & Disciplines'],4.0,NOT_MATURE,Walter de Gruyter,1977,285.0
675,The life of Elisha Williams Keyes,['Richard Watson Hantke'],en,['Biography & Autobiography'],,NOT_MATURE,,1942,692.0
676,Sexual Symmetry,['David Konstan'],en,['History'],,NOT_MATURE,Princeton University Press,2014-07-14,286.0
677,Beginning Blender,['Lance Flavell'],en,['Computers'],4.0,NOT_MATURE,Apress,2010-12-30,448.0
678,Molecular Symmetry and Spectroscopy,"['Philip R. Bunker', 'Per Jensen']",en,['Molecular spectra'],4.0,NOT_MATURE,NRC Research Press,2006,752.0
679,Identification and System Parameter Estimation,,en,['System identification'],,NOT_MATURE,Pergamon,1985,1258.0
680,Proceedings of the ... Midwest Symposium on Circuits and Systems,"['Akādīmīyah al-ʻArabīyah lil-ʻUlūm wa-al-Tiknūlūjiyā (Egypt)', 'IEEE Circuits and Systems Society']",en,['Electrical engineering'],,NOT_MATURE,,2003,
681,The Development of Optically Active Three-fold Symmetric Ligands and Their Application to Stereoselective Organic Transformations,['Michael Charles Keyes'],en,,,NOT_MATURE,,1997,416.0
682,Solid State Physics,,en,['Technology & Engineering'],,NOT_MATURE,Academic Press,2014-05-14,437.0
683,Journal of Electronics,,en,['Electronics'],,NOT_MATURE,,1956,
684,Acta Numerica 1994:,['Arieh Iserles'],en,['Mathematics'],,NOT_MATURE,Cambridge University Press,1994-07-29,578.0
685,Refined techniques for blind equalization of phase shift keyed (PSK) and quadrature amplitude modulated (QAM) digital communications signals,['Roy Axford'],en,,,NOT_MATURE,,1995,374.0
686,"Grief Counseling and Grief Therapy, Fifth Edition","['J. William Worden, PhD, ABPP']",en,['Social Science'],,NOT_MATURE,Springer Publishing Company,2018-05-28,352.0
687,Advanced Practice Nursing in the Care of Older Adults,"['Laruie Kennedy-Malone', 'Lori Martin-Plank', 'Evelyn Duffy']",en,['Medical'],,NOT_MATURE,F.A. Davis,2018-10-31,544.0
688,Small Treasons,['Mark Powell'],en,['Fiction'],,NOT_MATURE,Simon and Schuster,2017-06-06,384.0
689,Sammy Keyes and the Power of Justice Jack,['Wendelin Van Draanen'],en,['Juvenile Fiction'],,NOT_MATURE,Knopf Books for Young Readers,2012-07-10,304.0
690,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4.0,NOT_MATURE,Yearling,2008-12-24,320.0
691,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,['Juvenile Fiction'],3.5,NOT_MATURE,Yearling,2008-12-24,320.0
692,Angels,['Marian Keyes'],en,['Fiction'],3.0,NOT_MATURE,Penguin UK,2005-03-31,528.0
693,Arranging Grief,['Dana Luciano'],en,['Literary Criticism'],,NOT_MATURE,NYU Press,2007-11-01,345.0
694,Principles and Practice of Grief Counseling,"['Howard R. Winokuer, PhD', 'Darcy L. Harris, PhD, FT']",en,['Social Science'],,NOT_MATURE,Springer Publishing Company,2012-02-14,256.0
695,Charles Henry Keyes,['Fenton Keyes'],en,['College presidents'],,NOT_MATURE,,1990,348.0
696,"Transforming Engagement, Happiness and Well-Being","['William Scott-Jackson', 'Andrew Mayo']",en,['Business & Economics'],,NOT_MATURE,Springer,2017-08-01,255.0
697,"The Army of the Potomac: Birth of command, November 1860-September 1861",['Russel Harrison Beatie'],en,['History'],,NOT_MATURE,Da Capo Press,2002,676.0
698,The Army of the Potomac,['Russell H. Beatie'],en,['History'],2.0,NOT_MATURE,Da Capo Press,2002,676.0
699,Sammy Keyes and the Hollywood Mummy,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4.0,NOT_MATURE,Yearling,2009-01-16,288.0
700,Sammy Keyes and the Kiss Goodbye,['Wendelin Van Draanen'],en,['Juvenile Fiction'],5.0,NOT_MATURE,Knopf Books for Young Readers,2014-09-09,240.0
701,Sammy Keyes and the Art of Deception,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4.0,NOT_MATURE,Yearling,2009-01-16,304.0
702,Beauty and Sadness,['Yasunari Kawabata'],en,['Fiction'],,NOT_MATURE,Vintage,2013-02-20,224.0
703,Sushi for Beginners,['Marian Keyes'],en,['Fiction'],3.5,NOT_MATURE,Penguin UK,2005-03-31,608.0
704,Look Back In Sadness: One Man's Experience with Psychiatry,,en,,,NOT_MATURE,Dorrance Publishing,,
705,The Hope and the Sadness,['Siobhán Lankford'],en,['Cork (Ireland : County)'],,NOT_MATURE,,1980,274.0
706,Stabilizing the Prices of Certain Agricultural Products,['United States. Congress. Senate. Committee on Agriculture and Forestry'],en,['Agricultural prices'],,NOT_MATURE,,1922,
707,Translocal Geographies,"['Katherine Brickell', 'Ayona Datta']",en,['Social Science'],,NOT_MATURE,"Ashgate Publishing, Ltd.",2011,226.0
708,Department of Agriculture and Related Agencies Appropriations for Fiscal Year 1970,['United States. Congress. Senate. Committee on Appropriations'],en,,,NOT_MATURE,,1969,
709,Department of Agriculture and Related Agencies Appropriations for Fiscal Year 1970: Program payments made to producers during calendar year 1968; subsidy payments for agricultural exports,['United States. Congress. Senate. Committee on Appropriations'],en,,,NOT_MATURE,,1969,
710,Pacific Rural Press,,en,,,NOT_MATURE,,1878,
711,"Agricultural Appropriation Bill for 1933, Hearings Before ... 72-1, on H.R. 7912",['United States. Congress. Senate. Appropriations Committee'],en,,,NOT_MATURE,,1932,229.0
712,The Chemist,,en,,,NOT_MATURE,,1945,
713,Poultry Tribune,,en,['Poultry'],,NOT_MATURE,,1961,
714,"Report of the Auditor of the State of South Dakota, for the Fiscal Year Ending ...","[""South Dakota. Auditor's Office""]",en,['Finance'],,NOT_MATURE,,1929,
715,"Proceedings of the 8th Pacific Science Congress of the Pacific Science Association Held at the University of the Philippines, Diliman, Quezon City, 16th to 28th November 1953",,en,['Pacific Area'],,NOT_MATURE,,1954,
716,Poultry Success,,en,['Poultry'],,NOT_MATURE,,1923,
717,Cumulated Index Medicus,,en,['Medicine'],,NOT_MATURE,,1989,
718,American Poultry Journal,,en,['Poultry'],,NOT_MATURE,,1922,
719,Poultry Processing and Marketing,,en,['Eggs'],,NOT_MATURE,,1962,
720,American Poultry Advocate,,en,['Poultry'],,NOT_MATURE,,1914,
721,Governor's Budget,['California. Governor'],en,['Budget'],,NOT_MATURE,,1964,
722,Budget Submitted to the California Legislature,['California. Governor'],en,['Budget'],,NOT_MATURE,,1964,
723,Extension Echoes,,en,,,NOT_MATURE,,1940,
724,Albany City Directory,,en,['Albany (N.Y.)'],,NOT_MATURE,,1922,
725,Canadian Poultry Review,,en,['Canada'],,NOT_MATURE,,1954,
726,Institute Of Biblical Studies The Book Of Genesis,['Terry Puett'],en,,,NOT_MATURE,Lulu.com,,
727,International Monetary Fund Annual Report 2007,['International Monetary Fund'],en,['Business & Economics'],,NOT_MATURE,International Monetary Fund,2007-10-10,54.0
728,Mitteilungen der Münchner Entomologischen Gesellschaft,,de,['Entomology'],,NOT_MATURE,,1986,
729,الانا الواقعية والذاتية,['ديفيد هاوكينز'],ar,,,NOT_MATURE,دارالخيال,2017-01-07,544.0
730,نحو تقويم جديد للكتابة العربية,['طالب عبد الرحمن'],ar,['Arabic alphabet'],,NOT_MATURE,,1999,156.0
731,The Ways of Men (Arabic Edition),['Eliot Gregory'],en,,,NOT_MATURE,Createspace Independent Publishing Platform,2016-06-29,178.0
732,مقامات الحريري - [اصفر],['الحريري'],en,['Arabic literature'],,NOT_MATURE,,2008,568.0
733,Tales and Fantasies (Arabic Edition),['Robert Stevenson'],en,,,NOT_MATURE,Createspace Independent Publishing Platform,2016-07-19,128.0
734,Genetics of Psychological Well-Being,['Michael Pluess'],en,['Psychology'],,NOT_MATURE,OUP Oxford,2015-06-18,296.0
735,Encyclopedia of Genetics,['Eric C.R. Reeve'],en,['Reference'],,NOT_MATURE,Routledge,2014-01-14,972.0
736,Compendium of Problems in Genetics,"['John Kuspira', 'Ramesh Bhambhani']",en,['Science'],,NOT_MATURE,William C Brown Pub,1994,362.0
737,Studies in the Genetics of Drosophila,['John Thomas Patterson'],en,['Drosophila'],,NOT_MATURE,,1952,
738,Bioethical and Evolutionary Approaches to Medicine and the Law,['W. Noel Keyes'],en,['Medical'],,NOT_MATURE,American Bar Association,2007,1174.0
739,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4.0,NOT_MATURE,Yearling,2008-12-24,320.0
740,Cardiovascular Genetics and Genomics in Clinical Practice,"['Donna K. Arnett, PhD', 'Sanjiv J. Shah, MD']",en,['Medical'],,NOT_MATURE,Demos Medical Publishing,2014-11-10,246.0
741,American Men and Women of Science,,en,['Medical research personnel'],,NOT_MATURE,,1977-01-01,1720.0
742,"Reproductive Genetics, Gender and the Body",['Elizabeth Ettorre'],en,['Medical'],,NOT_MATURE,Routledge,2013-04-15,168.0
743,Molecular Genetics of Sex Determination,['Stephen S. Wachtel'],en,['Medical'],,NOT_MATURE,,1994,518.0
744,"Bibliography of North American Geology, 1933 and 1934",['Emma Mertins Thom'],en,['Geology'],,NOT_MATURE,,1935,389.0
745,"Contributions to Economic Geology (short Papers and Preliminary Reports, 1925",['Gerald Francis Loughlin'],en,['Antimony'],,NOT_MATURE,,1926,167.0
746,Bulletin,,en,['Geology'],,NOT_MATURE,,1927,
747,Invisible Master,['Leo Lyon Zagami'],en,"['Body, Mind & Spirit']",,NOT_MATURE,CCC Publishing,2018-08-06,304.0
748,Enochian Magic for Beginners,['Donald Tyson'],en,"['Body, Mind & Spirit']",4.0,NOT_MATURE,Llewellyn Worldwide,2002-09-01,384.0
749,The Mexican American and the Law,['Carlos E. Cortes'],en,['Social Science'],,NOT_MATURE,New York : Arno Press,1931,142.0
750,Justice for Salcido,"['S. Guy Endore', 'Civil Rights Congress of Los Angeles']",en,['Mexican Americans'],,NOT_MATURE,,1948,31.0
751,Annual,['United Fresh Fruit and Vegetable Association'],en,['Fruit trade'],,NOT_MATURE,,1974,
752,Yale journal of law & the humanities,,en,,,NOT_MATURE,,1991,
753,Merit and the Millennium,['Anthony R. Walker'],en,['Lahu (Asian people)'],,NOT_MATURE,,2003,907.0
754,Man of the Mist,['Elizabeth Mayne'],en,['Fiction'],3.0,NOT_MATURE,Harlequin,2011-07-15,304.0
755,A Historical Guide to Henry David Thoreau,['William E. Cain'],en,['Literary Criticism'],,NOT_MATURE,Oxford University Press,2000-11-02,304.0
756,Soul to soul,['Mary Keyes Burgess'],en,['Cooking'],,NOT_MATURE,Woodbridge Press Publishing Company,1976-01-01,158.0
757,The Lutheran,,en,['Lutheran Church'],,NOT_MATURE,,1979,
758,Let's Go Soul Winning,['Jack Hyles'],en,,,NOT_MATURE,Sword of the Lord Publishers,1980-01-01,
759,Sammy Keyes and the Night of Skulls,['Wendelin Van Draanen'],en,['Juvenile Fiction'],3.0,NOT_MATURE,Knopf Books for Young Readers,2011-10-11,320.0
760,The Science of the Soul in Colonial New England,['Sarah Rivett'],en,['History'],,NOT_MATURE,UNC Press Books,2012-12-01,384.0
761,The Keyes of the Kingdom of Heaven,['John Cotton'],en,['Congregational churches'],,NOT_MATURE,,1852,108.0
762,Sammy Keyes and the Kiss Goodbye,['Wendelin Van Draanen'],en,['Juvenile Fiction'],5.0,NOT_MATURE,Knopf Books for Young Readers,2014-09-09,240.0
763,Kahlil Gibran,"['Jean Gibran', 'Kahlil Gibran']",en,['Biography & Autobiography'],5.0,NOT_MATURE,Interlink Publishing Group Incorporated,1998,456.0
764,How to Teach Meditation to Children,"['David Fontana', 'Ingrid Slack']",en,"['Body, Mind & Spirit']",,NOT_MATURE,Duncan Baird Publishers,2017-09-21,224.0
765,Human Rights in Thailand,['Don F. Selby'],en,['Political Science'],,NOT_MATURE,University of Pennsylvania Press,2018-04-04,256.0
766,Thailand's International Meditation Centers,['Brooke Schedneck'],en,['Social Science'],,NOT_MATURE,Routledge,2015-05-15,198.0
767,Collected poems,"['Sidney Keyes', 'Michael Leverson Meyer']",en,['Poetry'],,NOT_MATURE,Carcanet Press Ltd.,2002,135.0
768,Astral Travel,"['Gavin Frost', 'Yvonne Frost']",en,['Astral projection'],,NOT_MATURE,Motilal Banarsidass Publ.,2000,240.0
769,Making Fields of Merit,['Monica Lindberg Falk'],en,['History'],,NOT_MATURE,,2007,283.0
770,Meditation For Dummies,['Stephan Bodian'],en,"['Body, Mind & Spirit']",4.0,NOT_MATURE,John Wiley & Sons,2011-03-03,384.0
771,"A meditation upon the Lord's prayer, written by the kings maiestie for the benefit of all his subjects, especially of such as follow the court",['James I (king of Gt. Britain.)'],en,"[""Lord's prayer""]",,NOT_MATURE,,1619,
772,Letters on Occult Meditation,['Alice Bailey'],en,['Meditation'],,NOT_MATURE,,1922,357.0
773,Bottom Line's Health News,,en,,,NOT_MATURE,,2006,
774,Yoga Journal,,en,,,NOT_MATURE,,1987-03,72.0
775,Yoga Journal,,en,,,NOT_MATURE,,1990-11,112.0
776,Yoga Journal,,en,,,NOT_MATURE,,1987-01,92.0
777,Yoga Journal,,en,,5.0,NOT_MATURE,,1987-09,96.0
778,Yoga and Science in Pain Care,"['Neil Pearson', 'Shelly Prosko', 'Marlysa Sullivan']",en,['Health & Fitness'],,NOT_MATURE,Singing Dragon,2019-08-21,312.0
779,Yoga Journal,,en,,,NOT_MATURE,,1987-01,92.0
780,Canadiana,,en,['Canadian literature'],,NOT_MATURE,,1978,
781,Yoga Journal,,en,,,NOT_MATURE,,1990-09,112.0
782,Anatomy of Hatha Yoga,['David Coulter'],en,['Hatha yoga'],4.0,NOT_MATURE,Motilal Banarsidass Publ.,2001,623.0
783,Yoga Journal,,en,,,NOT_MATURE,,1984-09,64.0
784,Agriculture in Northern Ireland,,en,['Agriculture'],,NOT_MATURE,,1972,
785,Scottish Agriculture,,en,['Agriculture'],,NOT_MATURE,,1969,
786,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,['Juvenile Fiction'],3.5,NOT_MATURE,Yearling,2008-12-24,320.0
787,Poultry Digest,,en,['Poultry'],,NOT_MATURE,,1970,
788,Sammy Keyes and the Art of Deception,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4.0,NOT_MATURE,Yearling,2009-01-16,304.0
789,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4.0,NOT_MATURE,Yearling,2008-12-24,320.0
790,National Poultry Digest,,en,['Poultry'],,NOT_MATURE,,1970,
791,Building a Dune Buggy - The Essential Manual,['Paul Shakespeare'],en,['Transportation'],,NOT_MATURE,Veloce Publishing Ltd,2006-07-15,144.0
792,The Color Correction Handbook,['Alexis Van Hurkman'],en,['Computers'],,NOT_MATURE,Pearson Education,2010-11-15,544.0
793,The Art and Science of Digital Compositing,['Ron Brinkmann'],en,['Computers'],5.0,NOT_MATURE,Morgan Kaufmann,2008-05-24,704.0
794,Records and Briefs of the United States Supreme Court,,en,"['Law reports, digests, etc']",,NOT_MATURE,,1832,
795,"Helium Production at the Bureau of Mines Keyes, Okla., Plant","['W. M. Deaton', 'Robert D. Haynes']",en,['Helium'],,NOT_MATURE,,1961,16.0
796,Decisions and Orders of the National Labor Relations Board,['United States. National Labor Relations Board'],en,['Labor laws and legislation'],,NOT_MATURE,,1973,
797,Road Test,,en,['Automobiles'],,NOT_MATURE,,1976,
798,Motor World Wholesale,,en,,,NOT_MATURE,,1920,
799,"Motor World for Jobbers, Dealers and Garagemen",,en,['Automobile dealers'],,NOT_MATURE,,1919,
800,Standard Directory of Advertising Agencies,,en,['Advertising'],,NOT_MATURE,,1987,
801,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4.0,NOT_MATURE,Yearling,2008-12-24,320.0
802,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,['Juvenile Fiction'],3.5,NOT_MATURE,Yearling,2008-12-24,320.0
803,Transit Journal ...,,en,,5.0,NOT_MATURE,,1916,
804,Automotive News,,en,['Automobile industry and trade'],,NOT_MATURE,,1977-01,
805,Reports of Cases Determined in the Courts of Appeal of the State of California,,en,"['Law reports, digests, etc']",,NOT_MATURE,,2012,
806,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,['Juvenile Fiction'],3.5,NOT_MATURE,Yearling,2008-12-24,320.0
807,Journal,"['East India Association (London, England)']",en,['India'],,NOT_MATURE,,1934,
808,Catalog of Copyright Entries. Third Series,,en,['Copyright'],,NOT_MATURE,"Copyright Office, Library of Congress",1954,1058.0
809,United States Investor,,en,['Banks and banking'],,NOT_MATURE,,1918,
810,The National Monthly Stock Summary,,en,['Stocks'],,NOT_MATURE,,1922,
811,The ... Book of Lists,,en,['Business enterprises'],,NOT_MATURE,,1990,
812,Index of Patents Issued from the United States Patent Office,['United States. Patent Office'],en,['Patents'],,NOT_MATURE,,1953,
813,Science Abstracts,,en,['Electrical engineering'],,NOT_MATURE,,1965,
814,The Boston Medical and Surgical Journal,,en,['Medicine'],,NOT_MATURE,,1889,
815,Down East,,en,['Maine'],,NOT_MATURE,,1985,
816,Documents of the Assembly of the State of New York,['New York (State). Legislature. Assembly'],en,['Government publications'],,NOT_MATURE,,1911,
817,"Annual Report of the Public Service Commission, Second District",,en,['Electric utilities'],,NOT_MATURE,,1913,
818,Annual Report,['New York (State). Public Service Commission. 2d District'],en,,,NOT_MATURE,,1913,
819,Documents of the Senate of the State of New York,['New York (State). Legislature. Senate'],en,['New York (State)'],,NOT_MATURE,,1913,
820,24 Volumes Combined: NEETS - U.S. Navy Electricity and Electronics Training Series ,,en,,,NOT_MATURE,,1999-01-01,4976.0
821,Specifications and Drawings of Patents Relating to Electricity Issued by the U. S.,,en,['Electric apparatus and appliances'],,NOT_MATURE,,1889,
822,Specifications and Drawings of Patents Relating to Electricity,,en,['Electric apparatus and appliances'],,NOT_MATURE,,1882,
823,Sammy Keyes and the Skeleton Man,,en,['Juvenile Fiction'],3.5,NOT_MATURE,Knopf Books for Young Readers,2003-09-09,176.0
824,Flowers for Algernon: A Novel by Daniel Keyes (Trivia-On-Books),['Trivion Books'],en,['Study Aids'],,NOT_MATURE,,2016-09-07,
825,"Art Book News Annual, volume 4: 2008Art Book News Annual, volume 4: 2008",,en,,,NOT_MATURE,Book News Inc.,,
826,Report to Congress,['United States Information Agency'],en,"['Communication, International']",,NOT_MATURE,,,
827,The Reporter’s Notebook,['Dennis Bloodworth'],en,['Travel'],,NOT_MATURE,Marshall Cavendish International Asia Pte Ltd,2010-09-02,483.0
828,The Rotarian,,en,,,NOT_MATURE,,1963-12,64.0
829,Far Eastern Economic Review,,en,['East Asia'],,NOT_MATURE,,1989-10,
830,Publications of the Navy Records Society,,en,['Naval history'],,NOT_MATURE,,1980,
831,Directory of Foreign Manufacturers in the United States,"['Jeffrey S Arpan', 'David A Ricks']",en,['Technology & Engineering'],,NOT_MATURE,Georgia State University Business Press,1994-02-01,419.0
832,The Hollywood Reporter,,en,['Motion pictures'],,NOT_MATURE,,2007,
833,Directory of American Firms Operating in Foreign Countries,['Juvenal Londoño Angel'],en,"['Corporations, American']",,NOT_MATURE,,1991,1398.0
834,Let's Draw Manga,"['Makoto Nakajima', 'Big Mouth Factory']",en,['Art'],,NOT_MATURE,"Digital Manga, Inc.",2004,131.0
835,Manga,['Toni Johnson-Woods'],en,['Literary Criticism'],,NOT_MATURE,Bloomsbury Publishing USA,2010-04-15,368.0
836,"Comics, Manga, and Graphic Novels",['Robert S. Petersen'],en,['Comics & Graphic Novels'],,NOT_MATURE,ABC-CLIO,2011,274.0
837,Manga for the Beginner Shoujo,['Christopher Hart'],en,['Art'],5.0,NOT_MATURE,Watson-Guptill,2011-07-05,192.0
838,The Mineral Resources of New Mexico,['Fayette Alexander Jones'],en,['Mines and mineral resources'],,NOT_MATURE,,1915,77.0
839,Bulletin,,en,['Mines and mineral resources'],,NOT_MATURE,,1958,
840,Bulletin - New Mexico Bureau of Mines & Mineral Resources,,en,['Geology'],,NOT_MATURE,,1918,
841,"Watching Anime, Reading Manga",['Fred Patten'],en,['Performing Arts'],5.0,NOT_MATURE,"Stone Bridge Press, Inc.",2004,383.0
842,Manga from the Floating World,['Adam L. Kern'],en,['Design'],,NOT_MATURE,Harvard Univ Council on East Asian,2006,567.0
843,Japanese Religions,,en,['Japan'],,NOT_MATURE,,2005,
844,"Global Children, Global Media","['D. Buckingham', 'Liesbeth de Block']",en,['Social Science'],,NOT_MATURE,Springer,2007-11-12,222.0
845,U.S. News & World Report,,en,['United States'],,NOT_MATURE,,2000-01,
846,Ideas que pegan,"['Chip Heath', 'Dan Heath']",en,['Business & Economics'],,NOT_MATURE,LID Editorial,2011-05-01,260.0
847,Cyber Ireland,['C. Lynch'],en,['Social Science'],,NOT_MATURE,Springer,2014-11-13,178.0
848,Creating High-quality Classroom Assignments,['Lindsay Clare Matsumura'],en,['Education'],5.0,NOT_MATURE,R&L Education,2005,155.0
849,Made to Stick,"['Chip Heath', 'Dan Heath']",en,['Business & Economics'],4.0,NOT_MATURE,Random House,2007-01-02,336.0
850,"Children's Books in Print, 2007",,en,['Authors'],,NOT_MATURE,,2006,
851,Television Guide,,en,['Television programs'],,NOT_MATURE,,2002,
852,Business Periodicals Index,,en,['Business'],,NOT_MATURE,,1999,
853,På egen hand,['Marian Keyes'],sv,,,NOT_MATURE,Norstedts,2018-06-11,717.0
854,The Shining Wall,['Melissa Ferguson'],en,['Fiction'],,NOT_MATURE,Transit Lounge ,2019-04-01,298.0
855,Programming Android,"['Zigurd Mednieks', 'Laird Dornin', 'G. Blake Meike', 'Masumi Nakamura']",en,['Computers'],5.0,NOT_MATURE,"""O'Reilly Media, Inc.""",2011-07-29,504.0
856,Raspberry Pi Android Projects,['Gokhan Kurt'],en,['Computers'],,NOT_MATURE,Packt Publishing Ltd,2015-09-25,138.0
857,How to Build an Android,['David F. Dufty'],en,['Technology & Engineering'],4.0,NOT_MATURE,Henry Holt and Company,2012-06-05,288.0
858,Unlocking Android,"['W. Frank Ableson', 'Charlie E. Collins', 'Robi Sen']",en,['Computers'],,NOT_MATURE,Manning Publications,2009,392.0
859,Stranger in a Strange Land,['Robert A. Heinlein'],en,['Fiction'],4.0,NOT_MATURE,Penguin,1987-05-15,448.0
860,Red-haired android,['Jeremy Reed'],en,['Poetry'],,NOT_MATURE,,1992-10-21,280.0
861,Enterprise 2.0,['Jessica Keyes'],en,['Business & Economics'],,NOT_MATURE,CRC Press,2016-04-19,425.0
862,Almost Human,['William F. Nolan'],en,['Androids'],,NOT_MATURE,,1965,227.0
863,Flowers for Algernon,['Daniel Keyes'],en,['Fiction'],4.0,NOT_MATURE,Houghton Mifflin Harcourt,2005-04-11,311.0
864,iPhone: The Missing Manual,['David Pogue'],en,['Computers'],4.5,NOT_MATURE,"""O'Reilly Media, Inc.""",2008-08-05,376.0
865,Beginning iPhone Development,"['Jack Nutting', 'Fredrik Olsson', 'David Mark', 'Jeff LaMarche', 'Kim Topley']",en,['Computers'],,NOT_MATURE,Apress,2014-11-17,771.0
866,Beginning iPhone Development with Swift,"['Kim Topley', 'Fredrik Olsson', 'Jack Nutting', 'David Mark', 'Jeff LaMarche']",en,['Computers'],,NOT_MATURE,Apress,2014-11-22,828.0
867,Beginning iPhone Development with Swift 3,"['Molly Maskrey', 'Kim Topley', 'David Mark', 'Fredrik Olsson', 'JEFF LAMARCHE']",en,['Computers'],,NOT_MATURE,Apress,2016-11-17,774.0
868,Beginning iPhone Development with Swift 4,['Molly K. Maskrey'],en,['Computers'],,NOT_MATURE,Apress,2017-10-24,552.0
869,Beginning iPhone 4 Development,"['David Mark', 'Jeff LaMarche', 'Jack Nutting']",en,['Computers'],,NOT_MATURE,Apress,2011-08-05,676.0
